6.74042,-7.40587,-7.31799,-0.40536,-6.23139,5.50031,2.14021,-1.23639,9.67919,4.17225,-5.71189,-6.63510,0.65497,-3.70188,8.39276,-8.19765,-3.87006,-5.61445,4.60633,6.66168,4.81058,-6.42459,7.25139,-9.93057,-2.72232,9.12215,8.81861,-9.44451,3.41882,-6.71808,1.42793,-5.06177,-6.82737,0.09721,1.57613,-0.68135,0.22439,-3.44509,7.87810,-4.94597,7.30188,2.62347,3.90618,-9.47792,3.19844,10.00107,1.00000
7.05595,-7.40683,-7.48155,-0.44292,-6.01888,5.62712,2.01376,-1.20398,9.77287,4.44582,-5.61787,-6.50190,0.85592,-3.83379,7.98835,-8.37589,-3.77026,-5.64699,4.66225,6.52228,5.00682,-6.49332,7.27460,-9.83857,-2.81272,9.09810,8.72837,-9.49808,3.60460,-6.73138,1.36152,-5.00031,-6.93412,0.17763,1.47792,-0.47794,0.12336,-3.45445,7.59955,-5.04316,7.34680,3.01499,3.97802,-9.33145,3.15249,9.96963,1.00000
6.86699,-7.45336,-7.55676,-0.55583,-6.08042,5.53969,2.17538,-1.05952,9.54219,4.20290,-5.42587,-6.58594,0.84341,-3.74322,8.32821,-8.35041,-3.68377,-5.78139,4.68606,6.62846,4.71553,-6.29231,7.02037,-9.67464,-2.87207,8.98816,8.81014,-9.46948,3.42391,-6.66448,1.37335,-5.20385,-6.92925,0.09085,1.53579,-0.60182,0.15309,-3.38998,7.71118,-4.82319,7.29597,2.84428,3.92914,-9.20229,3.10215,9.99963,1.00000
6.79250,-7.53145,-7.32871,-0.54800,-6.08134,5.49345,2.13847,-1.02301,9.57320,4.01764,-5.86489,-6.61471,0.99643,-3.70951,8.00751,-8.12438,-3.76809,-5.78996,4.97248,6.35607,4.82094,-6.41407,7.10231,-10.08621,-2.85891,8.99555,8.85912,-9.43532,3.67586,-6.73813,1.38583,-5.07506,-6.87310,-0.09011,1.45830,-0.68298,0.09451,-3.47977,7.68379,-5.06958,7.18502,2.69616,3.92078,-9.32617,3.18256,10.03516,1.00000
-5.83834,-0.36426,-1.61641,7.13972,-6.49269,-3.37338,-4.67414,3.90681,-5.71124,6.26946,-9.59093,1.29530,6.33125,4.86923,-6.20523,-9.95971,5.39025,9.14980,4.09349,-4.18200,5.34803,3.78374,-2.09768,2.18044,-1.38522,1.77527,3.80924,-7.54782,8.23516,9.80251,3.49037,5.81520,-9.49643,-6.36772,7.43667,4.78985,0.21496,-7.38469,-0.28260,0.37297,-3.86797,-9.16932,-1.24780,-8.03368,-9.02410,3.83634,0.00000
6.84363,-7.58716,-7.50283,-0.57129,-6.14544,5.60781,2.15542,-1.10552,9.68432,4.24980,-5.78125,-6.57278,0.64240,-3.76682,8.30866,-8.33116,-3.77802,-5.62736,4.86848,6.34859,5.17695,-6.47766,7.21730,-9.84056,-2.89880,9.01399,8.70622,-9.56844,3.37576,-6.75729,1.19720,-5.20449,-6.82474,0.10635,1.35159,-0.55881,0.12428,-3.55759,7.76599,-4.86030,7.27000,2.71008,3.93331,-9.49584,3.13750,10.17843,1.00000
-5.80969,-0.20379,-1.59800,7.17639,-6.52906,-3.18405,-4.70287,3.99115,-5.62388,6.27625,-9.63073,1.30397,6.27405,4.92944,-6.25673,-9.98902,5.36085,9.00049,4.08695,-4.00415,5.34818,3.81361,-2.22292,2.43549,-1.56988,1.62117,4.05932,-7.86112,8.52666,9.66241,3.72585,5.92156,-9.37551,-6.54310,7.44458,4.98092,0.21628,-7.63643,-0.26880,0.33514,-3.72558,-8.97335,-1.18450,-8.16078,-8.90085,3.73428,0.00000
-5.77709,-0.45132,-1.77898,7.05024,-6.41034,-3.14531,-4.51447,3.86116,-5.64656,6.20989,-9.85813,1.26751,6.22737,4.86818,-6.17039,-9.88120,5.42805,9.19029,4.05656,-3.90738,5.14754,3.56599,-2.16735,2.22451,-1.65282,1.60300,4.01121,-7.62641,8.47562,9.88119,3.68028,5.92661,-9.37853,-6.49972,7.62024,4.82930,0.20691,-7.51254,-0.41693,0.20171,-3.68600,-9.02764,-1.07395,-8.16014,-9.09417,3.87795,0.00000
6.89051,-7.41017,-7.48686,-0.56890,-6.10137,5.43837,2.17350,-1.32462,9.71983,4.20290,-5.77185,-6.50389,0.65982,-3.71832,8.52451,-8.15305,-3.51188,-5.68094,4.82608,6.49171,4.88236,-6.45484,7.20377,-9.98778,-2.77062,9.07180,8.91803,-9.54774,3.50937,-6.75260,1.46988,-5.17447,-6.62278,-0.03563,1.57137,-0.61936,0.24740,-3.62081,7.77256,-4.97809,7.26228,2.56089,4.01610,-9.43701,3.10919,9.91808,1.00000
-5.78344,-0.41046,-1.70661,7.16349,-6.57778,-3.09869,-4.61589,3.79539,-5.61661,6.20133,-9.71995,1.23529,6.22298,4.96363,-6.26777,-9.87491,5.54534,9.17163,3.93749,-4.09867,5.51839,3.80630,-2.05057,2.35538,-1.41791,1.70198,4.02865,-7.70821,8.54221,9.66304,3.56936,6.03282,-9.20957,-6.54297,7.48579,4.81218,0.29487,-7.34661,-0.33146,0.34975,-3.82088,-9.15466,-1.24605,-7.91547,-9.10624,3.83431,0.00000
