-2.12370,-2.64307,-0.33041,3.23373,-1.79082,-0.65026,-0.59558,-0.44133,-1.12176,-0.04342,3.68703,0.19888,2.01155,0.39635,0.31229,0.41695,-1.68112,3.45398,-1.30704,1.98319,-1.20328,-0.00932,-1.55228,1.62362,0.20284,2.53543,-2.11032,-0.59967,3.25041,0.35080,-0.98938,0.80598,-0.37745,-0.94185,0.59611,-1.43048,1.30504,-1.28520,10.06248,-1.38788,0.46565,0.16209,-1.94191,0.80157,0.83746,1.85828,1.01016,-0.93609,-0.44718,0.09965,0.39883,-0.87186,-2.77697,0.00000
-0.91145,-1.86887,-0.74278,1.77631,-0.08709,-0.14035,1.25804,0.69085,0.17495,-0.88708,-2.19298,0.97454,-0.89420,-1.98829,0.80533,-0.50804,-1.13963,-0.46857,-0.54785,0.20382,-0.39187,-0.85046,-0.08604,0.87867,-1.05330,-0.56771,-0.97774,2.10807,0.03678,-0.07085,1.37763,1.10332,1.69240,0.20469,-0.53371,-0.47776,0.76729,-1.77068,1.65302,-1.20681,1.34049,-0.85069,-5.09602,0.44135,-0.43151,2.24801,1.56813,-1.25156,-0.02581,0.80243,-0.33198,0.74154,0.14312,0.00000
-0.35896,-4.21024,-0.32532,7.77157,-0.57677,0.98514,-1.06535,-1.13536,1.05508,0.90990,0.28433,-1.05759,0.65927,0.01004,-1.63488,-0.49824,0.76298,0.16452,-0.61134,-1.06009,-1.35803,1.25653,0.55004,0.84022,1.35439,0.33709,-0.13128,6.03209,0.45469,2.02178,-1.50356,0.29604,0.17744,-0.83776,0.17303,0.04493,-0.42902,1.97066,17.00462,0.63386,-0.63216,0.45827,-2.35014,1.42263,0.29015,0.61793,1.96053,1.85107,-0.07522,-0.89246,1.21565,-1.54329,-6.37149,0.00000
-1.33277,-4.43783,-1.21009,10.69228,-0.28636,0.46234,0.31241,1.16171,-1.20389,-0.90732,1.29496,0.82665,1.00398,-0.10240,-2.14150,0.26937,0.59486,1.99801,1.10624,-0.19056,3.38144,-0.22946,1.23752,0.16693,-1.03501,0.38997,0.61616,5.03706,-1.12864,-0.53726,-1.98993,1.07450,-2.32359,-2.59569,0.50254,3.57944,-0.43957,-0.25949,17.71901,0.32767,-1.68546,-1.16396,0.89983,1.79760,-0.86450,-0.93693,0.88150,-1.70419,1.16742,1.07582,-1.23591,2.38820,-2.66917,0.00000
-0.01053,-0.22695,-0.49515,-4.28499,0.00906,-0.79367,-2.02122,0.71470,1.46372,0.36106,1.41614,1.43542,2.77451,-0.11109,1.37809,0.23487,1.20293,2.26050,-0.81355,0.58326,-2.51073,0.40695,-0.40040,-0.65092,-1.31061,-0.80081,0.91181,3.14838,2.78919,-0.37962,5.22999,-0.75052,-0.38494,3.08347,-0.90064,-0.99338,-1.06177,0.11057,4.71473,-0.38171,1.15467,0.98415,1.20095,1.11920,0.59406,0.73247,-4.22556,-0.28420,-0.85444,1.26045,-2.27899,4.39531,-0.65058,0.00000
0.95861,-4.37773,0.50426,3.63420,-0.13294,-0.77326,-0.82857,0.20643,1.09351,0.26631,1.60023,0.47698,1.33799,1.76714,-3.76810,0.42747,1.33347,3.07070,-1.76337,0.50941,1.23121,0.77548,-0.30306,1.24088,-0.95615,0.16713,-1.68277,1.87598,-0.81800,-1.28328,-3.83274,-1.69280,-0.71649,1.30497,-0.51031,-0.80340,0.22483,0.96773,6.20544,0.40805,2.17578,0.83628,0.99728,0.71479,-0.51714,-1.19891,0.73187,0.84748,0.23636,-0.91890,1.65835,2.57449,0.42386,0.00000
-0.29034,-1.77332,-0.84688,3.70636,0.10535,0.01474,-0.47946,1.45658,0.49126,-1.69204,-2.97223,-1.41505,-4.17564,0.39027,-1.56184,1.38450,-0.78978,1.23507,-0.72080,0.90512,2.30218,0.38040,-3.51926,0.23964,-1.84044,-2.32742,-0.59907,0.01417,-0.99538,-0.08735,-2.36627,0.89500,-0.21315,-1.27963,-0.84621,2.67988,-0.45487,-0.50546,6.07244,0.47641,-0.08975,0.75750,-2.18215,-0.11222,-0.56531,1.96614,-0.18318,-0.39712,-0.53807,-0.22473,-0.75777,3.76253,-3.13923,0.00000
-0.90878,0.86186,-0.28272,6.25198,1.32698,1.55646,0.82223,0.17901,0.25527,0.27738,1.24802,1.37994,2.63962,-1.24967,2.51122,-1.05244,1.35800,0.87863,1.87449,-0.50335,3.62878,0.28804,0.72116,0.65932,0.81732,2.71736,0.03973,3.88255,-1.08227,-0.33452,1.89563,1.20638,-0.97937,-0.74780,0.22872,4.74441,-0.98818,1.95636,8.81375,-0.63828,-1.36376,1.27037,0.15971,-0.85201,-0.43574,2.06053,3.34278,0.89984,-0.45764,-1.78892,0.27059,1.20533,-2.63599,0.00000
-0.24513,3.07317,1.18849,2.96177,-0.57415,-1.68869,3.10851,0.61950,0.86772,-0.40005,0.20158,-0.17577,3.11108,0.98894,2.99784,0.69639,2.89803,-0.32319,-0.63769,1.40187,-1.51103,0.34907,2.33815,0.08745,-0.53668,-1.01973,-0.91945,-2.05918,0.56122,0.34827,3.23454,0.84671,1.57493,-2.41697,0.51470,0.52228,1.18199,-1.16552,0.45052,3.08873,-0.79197,-0.01023,-0.59151,-0.21632,0.78129,-2.43616,0.93857,-0.79175,1.30374,-2.64011,1.04198,-3.41875,-4.35960,1.00000
-0.32014,-1.96799,-0.18685,6.74003,-0.33287,-0.41785,-0.73109,-1.76998,0.28415,1.20820,0.16775,-3.05525,3.95967,-0.20814,-2.03767,-0.70652,0.52876,-0.19478,-0.40433,0.44399,3.28654,-2.32455,3.42920,-1.13050,-0.90300,0.09958,-0.14923,4.74007,0.25950,0.00693,2.00192,1.18780,1.10505,0.82339,-0.22873,1.09798,0.02479,1.08360,7.79932,1.60312,-0.43449,1.12147,-2.16490,2.11777,-0.30218,0.62791,4.82255,1.21514,-0.84164,-1.08564,0.00028,-0.11908,-1.78758,0.00000
-0.81704,-0.85926,-1.09306,4.63891,-0.11742,-0.68123,-0.72031,1.86355,0.04611,-1.80201,2.47624,0.19680,0.22897,-1.52120,0.23930,0.27158,0.05745,3.10189,0.83956,-1.32525,-1.01262,0.89136,-0.89043,-0.63003,-0.47747,1.54358,1.19450,2.26722,1.58232,-0.05357,-0.55919,1.21118,-1.22628,0.67375,-1.34859,-1.37232,-0.15784,-0.47917,5.18977,-0.68359,0.04252,-0.00093,0.82948,-1.22083,1.63655,-0.53152,2.02109,-0.36086,-1.50043,2.43482,1.45926,-0.38380,-1.83221,0.00000
0.70708,2.08732,-0.44909,3.60734,-0.47022,0.62668,-0.29029,-0.64379,1.10600,1.71533,4.88367,0.49323,3.11997,-0.04895,1.40588,1.66056,0.68848,2.75537,0.02775,-1.42164,2.79519,0.23146,-2.36131,-0.68862,0.60592,-0.75684,-0.68128,0.96172,3.65727,-1.04844,1.21962,-0.60920,0.19673,-0.67859,-0.04349,3.41539,0.73584,0.94026,7.88026,1.14721,0.39354,0.40218,3.66244,-0.09512,-0.18626,-0.08543,2.41276,-0.57004,-0.34557,-0.27099,-1.02193,0.99991,-1.06597,0.00000
-0.10668,-3.50198,1.15254,9.13901,-1.07933,2.18969,-0.51302,-0.88511,-0.67963,-0.15047,-0.28636,0.04949,-0.09156,-1.26796,-2.40989,1.69574,-1.73956,3.72468,-0.54143,-2.29291,1.92848,2.24810,0.41727,-0.55526,-0.84359,-0.74282,0.71659,4.13094,-0.56929,-1.60725,0.71554,0.56966,0.25259,0.67703,0.69513,1.89660,-0.96736,0.65050,5.72523,-1.62178,0.72253,-1.88382,0.92904,0.40930,1.63136,-0.28513,6.65271,-0.03288,-0.30423,0.01640,-1.01716,0.09163,0.07901,0.00000
1.44962,0.02823,0.10378,-2.71775,1.11284,-0.31352,-0.45335,-0.45430,-0.60812,-0.25933,1.66300,0.23119,5.82057,-0.36913,-0.11993,1.71387,-0.70874,4.53244,1.15806,0.34136,-0.48973,-0.17096,-0.16027,-0.11915,1.78304,1.04272,-0.22183,1.13730,1.21050,0.52973,3.11756,-0.24215,-0.20734,5.94467,0.67801,-1.45961,0.52677,0.78504,-2.43418,-1.82668,0.29842,-0.12028,0.15247,-0.47148,0.63790,-0.01406,1.93807,-0.49322,1.00834,0.22214,0.12008,1.57393,-0.35440,0.00000
