-5.66666,-0.56866,-1.37599,7.24242,-6.65014,-3.00773,-4.72762,3.83542,-5.50455,6.36358,-9.78979,1.38799,6.15982,4.81636,-6.21312,-10.06751,5.37882,9.05694,4.05178,-3.88798,5.42115,3.84205,-2.30632,2.20701,-1.57536,1.78247,3.98340,-7.59660,8.56957,9.75594,3.53608,5.97014,-9.43085,-6.32424,7.48320,4.85413,0.05641,-7.56178,-0.40699,0.22081,-3.91232,-8.98646,-1.22703,-7.97963,-9.16254,3.60861,6.73880,0.00000
-7.49257,-7.35699,-0.45041,-6.17863,5.69830,1.92037,-1.16144,9.63460,4.02063,-5.81888,-6.74305,0.83832,-3.75593,8.21126,-8.19122,-3.71178,-5.69078,4.80708,6.63111,4.84077,-6.49542,7.15637,-9.95076,-2.85963,9.06259,9.02079,-9.59324,3.43976,-6.74228,1.28764,-5.17714,-6.85163,-0.13771,1.46594,-0.52525,0.15549,-3.43009,7.71290,-4.90360,7.43135,2.61400,3.95625,-9.28623,3.03966,10.02956,0.16681,8.66471,1.00000
-7.45612,-7.38667,-0.46278,-6.12813,5.60484,2.10108,-1.29789,9.68726,4.28262,-5.70566,-6.72137,0.71477,-3.68048,8.07863,-8.34273,-3.80317,-5.66112,4.71636,6.47843,4.74154,-6.44745,7.21783,-9.83991,-2.73364,8.96491,8.76207,-9.63074,3.34580,-6.56661,1.28775,-5.18059,-6.91008,0.02292,1.56727,-0.65009,0.22973,-3.58976,7.76508,-4.92674,7.33479,2.70965,4.06224,-9.39261,3.09289,9.99626,-0.03752,8.52064,1.00000
-5.80432,-0.57176,-1.54564,7.24280,-6.47824,-3.16384,-4.67459,3.72230,-5.45598,6.25592,-9.64977,1.25064,6.29620,4.98330,-6.43473,-9.81717,5.39623,9.35173,4.20559,-3.99853,5.28691,3.54960,-2.32267,2.22222,-1.52162,1.61417,4.07413,-7.76937,8.37249,9.82596,3.48394,5.90755,-9.43263,-6.43069,7.58833,4.72730,0.24482,-7.34334,-0.28927,0.23648,-4.05762,-9.18718,-1.13182,-8.18107,-9.19947,3.71104,6.94022,0.00000
-5.62212,-0.26040,-1.67581,7.13039,-6.61720,-3.21711,-4.56276,3.66856,-5.46285,5.98989,-9.82152,1.10883,6.23559,4.97513,-6.33912,-9.90419,5.59894,9.16251,3.97376,-4.09064,5.44679,3.48670,-2.18121,2.23637,-1.35422,1.75425,4.20510,-7.68185,8.66559,9.61966,3.59857,6.02722,-9.49143,-6.49059,7.64880,4.75204,0.13108,-7.48059,-0.34457,0.20230,-3.76568,-9.17369,-1.38245,-8.14780,-9.22479,3.76546,7.01241,0.00000
-7.41401,-7.36523,-0.63119,-6.15890,5.61739,2.11377,-0.97063,9.68069,4.30637,-5.77625,-6.66961,0.74852,-3.69381,8.24565,-8.23883,-3.75470,-5.51560,4.67727,6.78647,4.81117,-6.44002,7.17522,-9.79294,-2.83525,9.18158,8.79474,-9.58728,3.38565,-6.65676,1.23624,-5.15788,-6.95134,0.00951,1.39376,-0.61578,0.20851,-3.60993,7.77632,-4.87063,7.16883,2.71854,4.06709,-9.34605,3.06988,9.96710,0.18514,8.63302,1.00000
-5.85410,-0.38977,-1.56637,7.01414,-6.50105,-3.15275,-4.62749,3.93659,-5.57542,6.39859,-9.76864,1.26458,6.23781,4.90740,-6.29820,-9.80279,5.42535,9.44115,4.03006,-3.98305,5.34867,3.88764,-2.37290,2.17781,-1.39080,1.77251,4.08064,-7.67436,8.42348,9.85215,3.43382,6.14932,-9.28269,-6.47031,7.40849,4.99702,0.24971,-7.31248,-0.24545,0.54185,-3.77352,-9.08412,-1.35616,-8.06507,-9.11124,3.75490,7.04911,0.00000
-5.89797,-0.58455,-1.62991,7.09615,-6.59486,-3.14493,-4.53495,3.78189,-5.76227,6.18753,-9.79405,1.18848,6.33611,5.05127,-6.42202,-9.87416,5.20832,9.13520,3.81627,-3.90686,5.38000,3.68532,-2.33248,2.27618,-1.41620,1.66832,4.13658,-7.64058,8.51837,9.82320,3.48975,5.89319,-9.32692,-6.28660,7.36440,4.82305,-0.01349,-7.35917,-0.39825,0.28719,-3.83294,-9.06490,-1.09258,-7.93124,-9.19867,3.66950,7.03867,0.00000
-5.94413,-0.41036,-1.56258,7.22692,-6.68924,-3.42185,-4.64613,3.88646,-5.60475,6.36039,-9.72553,1.26922,6.13723,4.97265,-6.13730,-9.74805,5.60416,9.20694,4.04771,-3.91468,5.34527,3.73691,-2.23103,2.17617,-1.43450,1.59396,4.18334,-7.63112,8.45574,9.84400,3.38789,5.84227,-9.47252,-6.42843,7.52478,4.96328,0.14075,-7.48836,-0.34105,0.39468,-3.69619,-9.01961,-1.26877,-8.04869,-9.21116,3.66863,7.01329,0.00000
-5.94595,-0.20965,-1.59944,7.24241,-6.58375,-3.30185,-4.65023,3.75393,-5.47374,6.44464,-9.94035,1.01807,6.39343,4.84502,-6.32857,-9.85448,5.29945,9.09154,3.86691,-4.16624,5.33486,3.81907,-2.45715,2.20724,-1.38214,1.75133,4.17617,-7.94257,8.40273,9.64995,3.53366,5.94812,-9.39298,-6.50028,7.49100,4.82138,0.27730,-7.44799,-0.30523,0.09300,-3.82960,-9.01523,-1.08043,-8.11555,-9.12236,3.84845,7.08011,0.00000
-5.83557,-0.40259,-1.56785,7.06231,-6.44510,-3.13597,-4.58512,3.91701,-5.59864,6.01260,-9.84255,1.17099,6.22033,4.79463,-6.13484,-9.87281,5.55836,9.19353,4.21446,-4.09463,5.34804,3.75894,-2.08616,2.37888,-1.43974,1.79733,4.24605,-7.91177,8.43651,9.96378,3.58343,5.88473,-9.39114,-6.31582,7.36819,4.89682,0.12437,-7.38112,-0.41611,0.37104,-3.82124,-9.07784,-1.22459,-8.21910,-9.23579,3.75422,6.91760,0.00000
-7.35472,-7.38864,-0.55895,-5.80040,5.76630,2.10451,-1.21734,9.60115,3.97164,-5.69567,-6.66065,0.73591,-3.83092,8.27112,-8.19304,-3.79513,-5.47406,4.70157,6.82294,4.94276,-6.24926,7.01077,-9.80031,-2.76781,9.02848,8.71571,-9.53548,3.40955,-6.68456,1.43107,-5.18032,-6.84879,0.00141,1.44501,-0.60649,0.28809,-3.36013,7.84163,-4.96002,7.28196,2.74070,4.03573,-9.40598,2.98703,9.76952,0.17978,8.68914,1.00000
-7.48538,-7.34543,-0.57735,-6.02461,5.60021,2.22719,-1.13618,9.56805,4.13646,-5.65071,-6.40794,0.68515,-3.85350,8.23359,-8.32961,-3.75360,-5.62158,4.78655,6.44872,4.93201,-6.35106,7.30592,-9.78714,-3.02305,9.22844,8.89944,-9.47418,3.34046,-6.81097,1.36931,-5.26843,-6.66392,0.05175,1.44067,-0.71760,-0.01457,-3.44937,7.82163,-5.04955,7.17149,2.83076,3.90401,-9.31658,3.21867,10.00952,0.22245,8.69456,1.00000
-5.76434,-0.18699,-1.68375,7.23209,-6.70590,-3.34691,-4.55713,3.91419,-5.49725,6.22623,-9.71488,1.19645,6.22957,5.01139,-6.16893,-9.92399,5.47820,9.24530,4.02683,-3.96001,5.23576,3.69944,-2.29074,2.24414,-1.45261,1.71013,3.99826,-7.86310,8.37682,9.78276,3.62705,5.89543,-9.33544,-6.34490,7.24336,4.91729,0.12406,-7.48251,-0.34859,0.22310,-3.72950,-9.01731,-1.08683,-8.14579,-9.07212,3.54731,7.00142,0.00000
