52.0,161.0,24.0,0.0,0.544299,-0.57701,0.122144,0.433982,0.54552,-0.7169840000000001,-0.030264,0.016569999999999998,0.025719,0.0131,-0.005527000000000001,-0.015285,2
70.0,185.0,33.0,1.0,-0.292647,-1.166177,2.156689,-0.113565,0.919252,-0.376919,-4.703946,4.692001,2.897146,0.327508,-0.798128,0.7342489999999999,1
74.0,173.0,18.0,0.0,-2.655332,-1.336017,-2.570958,-0.108713,0.972566,0.205663,4.0791260000000005,1.6774349999999998,3.037528,0.482873,-0.8893139999999999,-0.093847,0
60.0,178.0,33.0,1.0,2.475134,-1.32285,-1.401361,0.15170999999999998,0.969418,0.19289,-0.057815,0.003616,0.072666,-0.03762,-0.003369,0.017757,3
48.0,164.0,23.0,0.0,-2.69667,-0.406461,0.31726,-0.395321,0.395361,0.829099,0.003618,0.000711,-0.000174,-0.004795000000000001,-0.00884,-0.002423,2
76.0,180.0,28.0,1.0,-2.6158240000000004,-1.395224,0.101258,-0.087658,0.984627,0.151071,2.899611,1.093957,0.258035,-0.035404000000000005,0.142479,-0.095453,4
90.0,176.0,31.0,1.0,1.010133,-0.8290139999999999,-0.06279,0.5721689999999999,0.737266,-0.35925,0.004854,0.001097,-0.000541,0.008870999999999999,0.011544,0.003018,2
78.0,164.0,28.0,0.0,-1.3021120000000002,-1.294048,2.554755,-0.263396,0.961949,-0.072524,0.650648,-0.4925520000000001,-0.13990999999999998,-0.492967,0.679836,0.17698599999999998,5
96.0,172.0,29.0,0.0,-2.400139,-0.233776,0.952189,-0.656987,0.231652,0.7174229999999999,0.0023420000000000003,0.009453,-0.000675,0.0032240000000000003,0.008262,-0.00705,2
96.0,172.0,29.0,0.0,1.099325,-1.044634,-2.2612400000000004,0.447422,0.864741,-0.228104,-0.995326,-0.17206400000000002,-2.255661,0.261104,-0.610117,-0.012847,0
52.0,161.0,24.0,0.0,0.953038,-1.414795,1.289816,0.126579,0.987856,-0.089938,-0.002945,-0.0853,0.020241,-0.012245,-0.005007,0.056094000000000005,3
74.0,173.0,18.0,0.0,-2.671693,-0.098389,-0.40765,-0.450607,0.09823,0.887302,-0.003832,0.018958000000000003,-0.010655,0.008575,0.011252,-0.00484,2
54.0,164.0,26.0,0.0,-0.941309,-1.437538,-1.150149,-0.107383,0.991134,-0.07821,-1.02777,-0.405026,0.682535,0.22663000000000005,-0.206802,0.07084,4
54.0,164.0,26.0,0.0,-1.450581,-1.471241,-1.867255,-0.098608,0.995048,-0.011912,-0.005772,-0.009946,-0.007218,-0.011713,0.007072,-0.036947,3
48.0,161.0,28.0,0.0,0.631636,-0.4291,0.605508,0.536933,0.416053,-0.733893,-0.0035310000000000007,0.00605,-0.004222999999999999,0.003396,0.0013050000000000002,-0.006631999999999999,2
54.0,164.0,26.0,0.0,-1.430318,-1.521988,-2.393012,-0.048242,0.998809,-0.006822,0.339436,0.170808,0.414811,-0.075339,0.108216,0.117265,5
60.0,178.0,33.0,1.0,1.49051,-1.248333,-2.375049,0.315844,0.948458,-0.025412,-0.018481,-0.020776,-0.005326,-0.05826,0.020201,0.037803,3
70.0,185.0,33.0,1.0,3.0955220000000003,1.543389,-0.057431,0.00126,-0.999624,0.027334,0.801714,-1.605363,-0.37801,-0.031885000000000004,0.682333,-0.42272,4
90.0,176.0,31.0,1.0,0.257596,-0.956306,-0.456311,0.146878,0.817067,-0.5575180000000001,-2.614672,2.869555,-0.239761,0.53751,3.102626,-0.706123,4
54.0,164.0,26.0,0.0,-0.25164200000000003,-1.280158,2.643087,-0.071351,0.958061,-0.277531,0.262367,-0.270906,-0.478672,-0.045852,-0.133919,-0.093303,0
88.0,180.0,25.0,1.0,0.616875,-1.018212,-0.660028,0.303637,0.8511709999999999,-0.428138,-1.245843,1.019759,-0.662878,-0.33536,-0.16963699999999998,0.255867,4
60.0,178.0,33.0,1.0,-2.071032,-0.433119,0.063841,-0.7964319999999999,0.419704,0.435337,0.001139,-0.001436,-0.00448,0.002594,0.000279,-0.000523,2
74.0,173.0,18.0,0.0,-1.99861,-1.158481,0.777304,-0.364616,0.916195,0.166257,0.025976,-0.541562,-0.4527310000000001,0.0344,1.0100129999999998,-0.516782,5
72.0,164.0,31.0,0.0,1.574827,-1.020773,-0.225461,0.52269,0.852512,0.002107,-1.344527,1.325082,-0.117161,0.18631,0.8795129999999999,-0.009553,0
72.0,164.0,31.0,0.0,-1.38322,-1.16553,-2.7429330000000003,-0.387294,0.918997,-0.073511,0.007891,0.015842,-0.015144,-0.006322,0.007120000000000001,0.051661,3
72.0,180.0,28.0,1.0,2.077368,-1.4021549999999998,2.132121,0.14675,0.985814,0.081427,-0.07048600000000001,-0.095653,0.014261,-0.027854000000000004,0.043392,-0.019705,3
48.0,164.0,23.0,0.0,-2.712077,-0.4639140000000001,0.309687,-0.372416,0.447452,0.813075,-0.005608,-0.003239,0.005722,-0.018621,0.010755,-0.020625,2
48.0,161.0,28.0,0.0,1.790457,-1.362173,1.112746,0.201785,0.978317,0.045051,0.035473000000000005,-0.09873,0.001594,-0.002734,0.014694,-0.033378,3
52.0,165.0,24.0,1.0,-1.576486,-1.256345,-2.024154,-0.309252,0.950966,0.00176,0.095572,0.075911,-0.241411,-0.25990100000000005,0.539924,0.17422,4
93.0,190.0,32.0,1.0,-0.6261329999999999,-1.16671,0.30451100000000003,-0.23040500000000005,0.919462,-0.31858800000000004,0.198984,2.966493,-0.449375,-0.05313300000000002,0.063112,-1.001664,1
76.0,180.0,28.0,1.0,0.529453,-0.229145,-1.222086,0.491858,0.227145,-0.8405219999999999,0.009088,0.003805,0.0032340000000000003,-0.005469,0.006375,-0.002679,2
54.0,164.0,26.0,0.0,0.129572,-0.905904,0.383966,0.07971900000000001,0.786983,-0.611803,0.004128,-0.00274,0.002486,0.000267,0.018773,0.011247,2
70.0,178.0,24.0,1.0,-0.37947,-1.045196,1.601202,-0.185846,0.865023,-0.466014,1.494989,1.278438,-0.141938,0.013437,0.125211,0.994548,5
100.0,186.0,31.0,1.0,0.476626,-0.163973,1.1191799999999998,0.45263,0.16323900000000002,-0.8766290000000001,0.003592,-0.004828,-0.001714,-0.012078,0.019866,-0.010502,2
60.0,178.0,33.0,1.0,-1.361598,-1.447051,1.019739,-0.12068,0.992353,-0.025621,0.7244619999999999,-1.120385,0.633397,0.005324000000000001,-0.417677,0.16739,5
102.0,188.0,46.0,1.0,-2.20936,-0.5693,3.067868,-0.6763100000000001,0.539042,0.502034,-0.149476,0.290914,-0.317829,0.865809,0.736455,-0.29782600000000004,5
62.0,175.0,30.0,0.0,0.474119,-1.439934,1.2848959999999998,0.05955700000000001,0.99145,-0.11606,0.741302,-0.850368,1.633094,0.125868,0.51415,0.136049,0
70.0,178.0,24.0,1.0,-0.171625,-1.501001,2.693851,-0.011822,0.997565,-0.068203,0.004723,0.055188,-0.008836,-0.041172,0.010293,0.040203,3
102.0,188.0,46.0,1.0,-2.386282,-1.405518,-2.881423,-0.11278599999999996,0.986373,0.119786,-4.964189,1.9976080000000005,0.508104,0.41462,-1.204146,0.893642,1
48.0,164.0,23.0,0.0,-2.937991,-1.238593,1.7906939999999998,-0.065936,0.945326,0.319359,-0.330098,-0.762095,-0.072126,0.131701,-0.264265,0.024483,5
76.0,180.0,26.0,1.0,-2.270787,-1.231222,-1.527937,-0.254756,0.942897,0.214574,0.000919,-0.001329,0.001434,0.005565,0.001943,0.002574,3
70.0,185.0,33.0,1.0,-0.250044,0.04645,-1.660725,-0.24718,-0.046433,-0.967856,-0.001399,0.0008939999999999998,-0.002892,0.004961999999999999,0.02411,-0.005548,2
70.0,178.0,24.0,1.0,-3.051985,-1.280932,2.771154,-0.025577000000000003,0.958283,0.284665,-0.9311,1.768859,-0.320706,-0.200681,1.568848,-0.212003,0
54.0,164.0,26.0,0.0,-1.085101,-1.395922,-2.65962,-0.15351900000000002,0.984748,-0.081038,-0.021269,-0.033201999999999995,-0.016124,0.0033880000000000004,0.000969,0.041136,3
76.0,180.0,28.0,1.0,0.538573,-0.237506,-1.240077,0.498512,0.23528,-0.834342,-0.02777,0.037696,0.033583,-0.017021,-0.002293,-0.007484999999999999,2
90.0,176.0,31.0,1.0,0.567166,-1.450495,-0.627729,0.064472,0.992773,-0.101215,2.591847,0.402402,1.100857,-0.378513,0.16363,0.452121,4
70.0,180.0,35.0,1.0,1.461455,-1.103862,-1.839637,0.447187,0.8929520000000001,-0.049092,-0.014875,0.241742,0.015829,0.026628,-0.010399,0.079015,3
48.0,161.0,28.0,0.0,0.630332,-0.429154,0.604698,0.535963,0.416102,-0.734576,0.001615,-0.001193,0.0007379999999999999,0.001756,0.001974,-0.006894,2
70.0,185.0,33.0,1.0,-2.679666,-1.490723,-2.817492,-0.035391000000000006,0.996796,0.071087,0.000866,-0.012758,0.0076349999999999986,0.000174,0.005142,0.012027,3
70.0,178.0,24.0,1.0,0.969633,-1.292597,2.671791,0.226474,0.961551,-0.155327,0.106349,0.451946,0.287171,-0.072788,0.265515,0.13767200000000002,5
93.0,190.0,32.0,1.0,-1.770316,-0.953636,-0.543723,-0.5672229999999999,0.815525,0.114698,3.002514,-0.8238620000000001,-0.096454,0.727974,0.727825,-0.246198,0
48.0,164.0,23.0,0.0,-2.729235,-0.999807,-0.178006,-0.216598,0.841367,0.495153,1.369924,0.652183,0.47224,-0.06504800000000001,-0.369428,0.138377,0
72.0,180.0,28.0,1.0,1.615479,-1.26544,1.223953,0.30030300000000004,0.95374,0.013427,0.005538,0.025918,0.0005139999999999999,0.005514,0.002864,-0.003311,3
