140.000000,7,-24.82,-19.50,6,3,3,0,8,4,3,0,0,0,3,2,1,1,2,1,1,2,5,5,3,5,5,5,1,1,5,5,3,5,Target
140.000000,7,-24.82,-19.50,6,3,3,0,8,4,3,0,0,0,3,2,1,1,2,1,1,2,5,5,3,5,5,5,1,1,5,5,3,5,Target
148.000000,19,-22.30,-19.50,4,6,7,0,3,4,3,0,0,0,2,2,1,1,2,1,1,2,5,2,3,5,5,3,3,3,2,3,3,3,Target
148.000000,19,-22.30,-19.50,4,6,7,0,3,4,3,0,0,0,2,2,1,1,2,1,1,2,5,2,3,5,5,3,3,3,2,3,3,3,Target
158.000000,19,-23.30,-19.50,4,10,2,1,3,4,3,0,0,0,3,2,1,1,2,1,1,2,5,2,2,4,2,2,2,5,5,3,2,2,Target
153.000000,22,-26.80,-19.50,7,6,1,4,2,4,3,0,0,0,3,2,1,1,2,1,1,2,4,4,1,2,5,5,2,2,1,1,4,4,Target
158.000000,19,-23.30,-19.50,4,10,2,1,3,4,3,0,0,0,3,2,1,1,2,1,1,2,5,2,2,4,2,2,2,5,5,3,2,2,Target
153.000000,22,-26.80,-19.50,7,6,1,4,2,4,3,0,0,0,3,2,1,1,2,1,1,2,4,4,1,2,5,5,2,2,1,1,4,4,Target
156.000000,17,-29.90,-19.50,6,7,3,1,3,4,3,0,0,0,3,2,1,1,2,1,1,2,1,2,2,5,5,4,2,1,3,2,5,3,Target
156.000000,17,-29.90,-19.50,6,7,3,1,3,4,3,0,0,0,3,2,1,1,2,1,1,2,1,2,2,5,5,4,2,1,3,2,5,3,Target
156.000000,17,-29.90,-19.50,6,7,3,1,3,4,3,0,0,0,3,2,1,1,2,1,1,2,1,2,2,5,5,4,2,1,3,2,5,3,Target
147.000000,16,-28.10,-19.50,6,5,4,1,4,4,3,0,0,0,3,2,1,1,2,1,1,2,1,4,2,3,5,5,2,1,3,5,3,5,Target
140.000000,13,-23.60,-17.40,3,8,2,1,6,3,3,1,0,0,3,2,3,1,2,1,1,2,4,2,2,2,2,2,5,5,5,5,5,5,Target
147.000000,16,-28.10,-19.50,6,5,4,1,4,4,3,0,0,0,3,2,1,1,2,1,1,2,1,4,2,3,5,5,2,1,3,5,3,5,Target
140.000000,13,-23.60,-17.40,3,8,2,1,6,3,3,1,0,0,3,2,3,1,2,1,1,2,4,2,2,2,2,2,5,5,5,5,5,5,Target
141.000000,18,-24.90,-17.40,4,9,3,1,3,3,3,1,0,0,2,2,1,1,2,3,1,2,4,2,3,5,5,2,1,3,2,2,2,5,Target
141.000000,18,-24.90,-17.40,4,9,3,1,3,3,3,1,0,0,2,2,1,1,2,3,1,2,4,2,3,5,5,2,1,3,2,2,2,5,Target
160.000000,19,-28.40,-19.50,6,9,0,0,5,4,3,0,0,0,2,2,1,1,2,1,1,2,1,2,5,5,2,2,5,1,5,5,2,2,Target
160.000000,19,-28.40,-19.50,6,9,0,0,5,4,3,0,0,0,2,2,1,1,2,1,1,2,1,2,5,5,2,2,5,1,5,5,2,2,Target
160.000000,19,-28.40,-19.50,6,9,0,0,5,4,3,0,0,0,2,2,1,1,2,1,1,2,1,2,5,5,2,2,5,1,5,5,2,2,Target
160.000000,19,-28.40,-19.50,6,9,0,0,5,4,3,0,0,0,2,2,1,1,2,1,1,2,1,2,5,5,2,2,5,1,5,5,2,2,Target
152.000000,17,-26.70,-20.90,6,7,2,1,4,4,3,0,0,0,2,1,2,1,1,2,2,1,5,4,1,3,5,2,1,2,3,2,5,5,Target
148.000000,19,-25.10,-20.90,6,6,3,3,2,4,3,0,0,0,5,1,2,1,1,2,2,1,4,4,4,2,2,3,1,5,3,3,2,1,Target
148.000000,19,-27.40,-20.90,5,6,4,0,5,4,3,0,0,0,3,1,2,1,1,2,2,1,2,5,5,5,2,5,1,5,3,2,3,3,Target
155.000000,16,-23.60,-19.50,5,9,1,1,4,4,3,0,0,0,2,2,1,1,2,1,1,2,5,1,5,2,2,2,4,2,2,5,5,3,Target
146.000000,13,-20.90,-19.50,5,6,1,0,8,4,3,0,0,0,5,2,1,1,2,1,1,2,5,1,5,5,2,2,5,5,3,2,5,5,Target
