0.02944,1.30577,-2.35225,-0.29633,-0.04156,-1.42818,-2.16709,1.55274,0.71204,2.54994,-0.92035,-0.58917,0.00456,-1.91947,0.39228,1.12168,0.53946,0.15299,-0.26156,-0.40315,-0.02678,1.42169,0.90986,-0.22738,-0.11420,-0.00004,-2.09492,0.54881,-1.52220,0.74482,1.86519,1.41156,-0.22192,-1.44755,1.04185,-0.33271,0.19757,-2.73047,-0.44080,1.88556,-0.09453,-3.22026,-1.45189,-1.95357,-0.10042,-0.79828,0.82876,0.01029,0.33781,0.43331,1.46766,1.04530,-3.05639,0.26646,0.58115,-1.16221,-3.46337,0.92953,-1.50413,-0.33968,1.86305,0.00000
-0.94415,0.49594,-0.34068,1.72392,1.03717,0.48740,1.17007,-0.30208,-0.73407,-5.39093,2.76156,-0.22113,0.07089,2.04547,-1.55885,1.54042,-0.03586,0.09332,-1.71822,0.20440,-0.04525,0.99692,0.29943,-1.81095,-0.87451,-0.16398,0.25009,2.33976,-0.83270,2.19808,-0.23801,-0.11055,-0.78656,0.68338,-2.06056,-0.29642,1.08109,2.81445,1.67009,-0.51791,2.07494,-0.29329,1.02784,-1.51102,1.10480,1.09178,-0.45526,0.58999,2.81846,0.31928,-0.66177,-0.33754,-0.05982,2.68976,-0.33859,-2.33892,0.40109,-1.01677,0.13111,-1.04807,1.49889,4.00000
-0.08758,-4.12446,1.51701,-0.81245,0.56812,0.34799,-2.48427,-2.29711,0.22445,3.80129,0.56358,0.46825,-0.26861,0.68536,0.00146,-0.88959,-0.52560,-1.14784,0.34742,5.08117,-0.29565,-0.08035,0.43815,2.14651,0.95754,2.00166,0.65141,2.06043,-0.99074,-0.79357,0.52352,-0.32281,0.18318,-0.57844,-1.34495,0.17020,-0.56886,-1.74052,1.00512,2.01813,0.42529,1.66323,-3.93245,-4.43786,0.04019,0.55842,-0.36456,0.39732,2.89546,-0.21947,-1.04025,1.43331,0.16923,-0.83171,1.18678,2.34553,0.86128,1.27616,-0.54717,1.50476,2.63888,0.00000
-1.78261,-4.08094,0.07181,0.46411,2.16871,-0.65492,-1.98393,0.24028,-0.93257,-1.85707,-0.04601,0.83581,0.81790,-1.49326,0.02323,-0.23262,-0.90560,-0.94573,0.32815,2.96927,-1.32966,-0.92278,0.56581,-1.04315,-0.08570,-0.14264,-1.00409,0.48283,0.21773,-0.65637,-0.21511,-1.37962,0.71256,1.02963,-1.86384,0.45288,1.23542,2.65192,-1.70496,0.43368,-0.35842,-0.03557,-1.97864,-10.97940,0.19415,-1.79764,0.77648,0.59917,0.87821,-0.34829,-0.15943,-2.86857,0.13184,-1.85319,1.90435,0.87628,-0.38831,-1.98590,0.12506,-0.70477,0.20966,0.00000
0.16488,-1.99457,-4.08192,-0.89481,1.23086,-0.17259,-0.75083,1.34723,-1.34125,1.19692,0.71306,1.25306,0.61241,1.82806,0.50292,-2.26188,-1.42507,0.94137,1.78231,2.74089,0.15128,0.02391,0.30617,0.09153,-0.15476,-0.33605,-0.68804,0.00206,0.60198,2.17765,-1.79101,-0.09988,1.20151,-1.26042,-1.80640,1.74694,-1.31888,2.05597,1.45867,0.75604,-0.18102,-1.61201,2.69370,-8.64184,0.50859,-1.27463,-0.62527,-1.76593,-2.92791,-1.42164,0.30396,0.48857,0.51109,-3.85050,1.19098,-0.08870,1.15296,-1.21843,0.57733,-0.39813,1.24359,0.00000
1.53409,-1.95618,1.20804,0.35604,-2.51501,0.54340,-0.65700,0.09448,-1.27776,3.17374,-1.89901,-0.94044,0.69290,-1.10196,-0.41440,-0.27973,1.03092,1.05555,1.26273,-2.06660,-0.34234,0.73215,-1.40209,0.61378,0.12635,0.16284,0.85853,0.43525,-0.89392,1.30049,1.04618,-0.03072,0.27251,0.03941,0.07115,0.29303,0.81359,-2.25544,1.14579,0.14725,-0.82653,-0.93663,0.05769,1.46142,-0.03969,1.46389,-2.19153,0.15372,1.13709,0.89148,0.76549,-0.56745,1.06562,-1.19572,-0.00822,-0.56799,-0.20336,-0.51708,1.37327,0.64902,-4.49431,2.00000
0.61266,-1.69806,-0.70587,-1.37372,0.96775,0.27067,0.51502,0.34390,-1.53544,-2.86762,-0.55066,0.01403,0.89144,-0.51415,0.00398,-1.25016,-0.85336,-0.02106,-0.91912,2.81959,-0.56701,-0.49829,-0.10430,-1.55438,-0.21551,-0.76808,0.44746,-0.40343,0.42289,1.14512,-0.13199,0.55478,-0.52546,-0.24246,0.04156,-0.18123,-0.55530,-2.11028,-0.53479,1.59392,-1.00819,1.35206,-1.80825,-6.79134,0.53841,-0.00209,0.87297,-0.75079,2.07083,-1.23651,-0.80224,1.69670,0.07995,-1.91818,-2.09573,0.58601,1.98030,-0.41932,-0.50157,-0.17855,-0.15276,0.00000
-0.38786,0.90927,-1.53342,-0.14400,-0.61323,0.54880,2.35294,0.85341,-0.83416,-3.55644,-0.23801,1.34078,2.03786,-1.26366,-0.74719,-1.74190,0.82331,0.30206,-1.23954,-1.55727,-0.66284,0.82575,-0.99935,-1.69147,0.45964,2.84511,0.41332,1.64099,0.54426,2.72913,1.02628,0.60784,1.46591,0.85395,-0.62451,-0.00899,0.00321,1.34519,-1.21049,1.15132,0.88801,0.94079,1.38735,0.95719,-0.16998,2.02890,0.13258,-2.31119,0.05487,-0.03506,-0.95069,0.68565,-0.01278,2.75685,-0.13877,2.25527,-0.55863,1.79842,0.88249,-0.80879,-0.04230,0.00000
-0.90653,1.21135,2.40377,0.32712,-1.18411,0.34455,-2.78995,-0.98657,-0.65555,-1.18325,1.12106,0.00668,1.25505,0.98509,-0.12393,0.24980,-0.69756,0.16157,-0.43025,-0.92904,-0.36899,0.08002,-0.55843,1.16618,-0.20052,-0.87822,1.05375,1.65963,0.28529,3.60731,-0.59210,-0.46890,-0.85656,-0.53696,2.01809,0.77453,1.49164,-3.71974,-0.33626,-0.05176,-0.94006,0.40893,-3.55201,3.01752,0.24078,-1.96530,1.29887,-1.57676,5.13286,-0.85841,-0.29560,0.88726,-0.18626,3.56071,0.67942,-1.38852,-0.65734,-0.94123,0.99202,0.35628,1.07514,0.00000
1.69192,2.18985,-4.37502,-0.91089,-0.42516,-0.61210,-1.12793,-0.22892,0.84479,1.60182,-0.57924,0.28502,-1.20025,0.61348,-0.36454,1.59575,0.11509,-1.96469,1.93135,-0.08313,-0.33733,1.36568,0.42978,-0.59394,0.12409,-0.11177,-0.17431,3.81064,-1.19055,2.99161,-1.04332,-2.13524,-0.56025,-0.61471,0.13436,-1.39907,0.10434,0.91383,-0.85862,0.31132,0.66827,0.46092,2.62109,0.72815,0.17064,0.04244,-2.37077,0.61964,-0.48175,-0.12285,-0.62208,-1.10338,1.17369,2.13746,-1.43669,-2.16783,0.63939,1.86382,0.06153,-1.04280,3.77080,0.00000
