-6.28793,6.90403,6.69829,-0.73163,-5.57239,-9.90793,0.87159,0.21263,-9.03558,1.39620,9.65754,6.18451,1.86831,5.72264,5.34363,-1.10700,-2.17159,2.51501,-8.05927,-6.18279,-8.36082,9.93937,6.14156,-0.81102,-6.42968,-9.79699,3.60523,-1.25124,9.34845,0.81277,-7.37487,2.73254,-9.22086,0.07411,6.50186,-1.31391,-0.73678,8.34222,4.40741,1.10454,-8.50334,5.01081,-3.30409,7.07066,2.30767,-1.11124,2.30049,-7.22874,-2.08774,8.71577,0.88751,0.83504,-5.12486,2.17917,-6.19997,9.11461,-4.58684,1.48870,5.44213,3.79111,5.03725,1.75138,-7.67770,3.27966,8.97568,-6.56735,6.48392,-1.72010,0.59309,-3.17718,1.19890,-0.67689,-1.06333,-0.63675,4.60343,4.90564,-2.41520,-7.96918,-1.05880,-5.38177,1.91600,8.63405,-8.12017,-8.41097,-8.15252,-2.27745,-8.70453,-8.36246,2.95928,1.60273,-2.67556,2.70580,-8.32372,2.07918,9.57567,2.00000
4.93365,-4.10747,-4.09685,-2.16989,7.35408,5.16171,-4.53728,9.95159,-8.81539,9.53243,-0.04754,-3.15651,5.11155,-7.26172,-3.90179,-6.96755,1.72214,-1.11901,6.35501,4.83645,1.61178,8.45181,2.26211,5.01024,0.35289,0.98397,-1.85630,2.48775,-5.71582,-7.16662,-1.83168,-5.25667,7.21776,9.50225,-6.46643,-2.53876,-4.14697,6.38022,-5.56424,0.60691,-8.23419,-1.94181,9.72692,9.52571,5.46147,-3.61512,7.52205,-7.18065,-5.76459,-8.59982,-6.81518,2.97694,4.47223,-5.07039,-1.78151,-8.46540,2.44982,2.79680,1.88735,9.54988,-3.96395,8.95358,8.63063,5.99515,6.32834,0.53297,5.11867,7.67279,7.82288,-0.74238,7.40706,-5.24789,-1.96146,-7.02523,-7.48515,4.78965,4.10131,8.70747,8.81902,-6.87382,8.83722,-5.72272,7.17221,-4.67582,-7.44778,5.70153,7.83360,1.79127,-4.24404,-3.54401,-4.60202,4.25252,7.88454,-7.71018,8.42871,8.00000
-3.35417,4.49407,-5.55620,-4.49123,-8.25645,4.01651,-6.46800,-7.31193,9.84671,-9.94523,-1.57660,-7.30718,-5.32372,3.66492,4.65756,-9.80961,-4.08607,-3.98234,3.93111,6.47379,9.75302,-4.75723,1.26952,1.95534,1.45850,1.87490,5.06039,-1.97675,8.80344,5.29455,-4.46118,8.16168,8.38663,-2.46179,6.65943,8.91489,-7.91816,-2.07352,-5.30394,-7.25543,-4.39605,-1.39866,-1.62403,4.22742,0.02800,0.45299,-5.56569,5.71298,-7.82413,7.40167,0.12660,-8.62545,0.22792,3.46112,9.27967,4.43280,6.61770,-6.64199,-9.47689,-0.24583,9.42267,-7.84475,-5.40974,-10.03207,-7.53774,-10.00126,10.04915,6.92482,0.88742,-2.05782,4.67756,-2.32236,-9.59563,-1.47689,3.27645,-2.46470,0.24176,-7.13423,2.61662,8.08806,-0.21210,-1.20316,-0.80482,-7.42978,4.44301,5.13694,1.87337,-3.91820,-2.90717,9.26514,8.34702,8.12956,-8.97727,-3.22100,-1.66601,7.00000
-5.80173,-0.29767,-1.59254,7.47552,-6.63670,-3.17447,-4.41676,3.86102,-5.56299,6.14896,-9.70579,1.28382,6.24897,4.92285,-6.26746,-9.90214,5.43848,9.12476,3.89714,-4.16389,5.44192,3.94717,-2.33313,2.23180,-1.41322,1.65977,4.14619,-7.82461,8.69673,9.76999,3.62122,5.80948,-9.40273,-6.60818,7.46179,4.84686,0.32130,-7.53735,-0.37949,0.25662,-3.63332,-8.96752,-1.13883,-8.16685,-9.08340,3.77582,6.84395,-7.48088,-7.30697,-0.54816,-6.02462,5.52377,2.22868,-1.08889,9.88114,4.33283,-5.64601,-6.52112,0.75413,-3.74697,8.43953,-8.23910,-3.77190,-5.69816,4.81651,6.56384,4.92781,-6.49851,7.29360,-9.86433,-2.75101,9.03433,8.73386,-9.56724,3.51365,-6.80984,1.14762,-5.17672,-6.86520,0.06261,1.49607,-0.36668,0.30029,-3.45791,7.67256,-5.05238,7.36215,2.55688,4.00562,-9.32018,3.30717,10.11368,0.14597,8.54233,-1.19235,0.00000
4.43481,1.02531,-6.80987,-7.11694,4.84918,-6.26093,-7.98536,8.28176,-4.17636,8.64464,-7.49975,1.41144,1.16127,1.08122,-8.78447,1.17245,-9.23268,5.31431,-1.01586,-2.60123,6.42167,9.42149,-4.41520,-1.74056,4.85385,8.09873,3.08442,-8.50298,-3.10290,6.74899,3.46117,3.97412,0.15155,-7.64244,8.85845,-3.42181,7.11426,-1.52424,7.99945,6.16910,4.41305,3.70106,1.17243,7.83771,4.03846,-6.14987,-0.47654,4.70298,-7.99724,0.36353,-1.96076,6.11982,2.36770,5.99944,2.25634,-9.79299,3.79427,-9.17543,2.73107,-5.94712,4.07274,-2.86784,3.50855,-1.44302,4.77805,-6.77417,-2.77037,7.01506,-7.08207,-2.04897,-1.69772,-5.93207,0.26973,5.51829,2.99237,0.68506,-0.07706,-7.39372,-0.29180,0.98703,3.71688,-0.57751,-9.38021,7.37327,7.01099,2.27227,1.89118,-7.69351,-0.09189,6.65539,-4.98854,-6.20742,-9.14573,9.52122,1.52953,5.00000
7.06512,7.62105,-5.11801,9.97320,-1.87012,-7.13327,-8.30853,0.18481,1.36507,-9.22501,2.08591,-8.19440,-6.54950,-4.23195,1.92314,5.08963,4.03590,3.42289,-1.64938,-0.56394,1.92457,-2.90800,7.08775,5.94397,-3.73508,-6.01041,2.21981,-6.87435,9.27293,9.72600,-9.25740,-8.29948,6.85188,-9.12209,-8.24549,1.21966,-5.45216,-2.87880,-3.24283,-8.75166,-3.69133,2.89674,0.70496,2.65094,-2.02797,0.69690,-6.31900,1.28900,0.64428,1.58703,-1.45889,9.49379,-9.95682,9.82208,0.29387,2.83440,0.95827,0.37492,1.56608,-6.77296,-4.94241,-0.94664,-1.37602,-2.90920,1.82741,-2.82553,-5.93067,-5.78281,-4.53441,-3.48406,-6.16972,2.30549,4.08967,-8.42625,2.53542,8.42261,4.66715,-6.83485,-8.38339,-4.95054,-3.51869,-7.75898,3.45658,-0.06610,-8.63600,-7.75917,-0.43028,0.88843,4.71232,8.31496,-1.71683,0.26043,5.80604,-0.42235,-1.06818,3.00000
4.46661,1.42384,-6.59167,-6.91122,4.99779,-6.16411,-7.79343,8.25996,-4.27345,8.68740,-7.45168,1.27953,1.13769,1.06106,-8.70998,1.14411,-9.43617,5.40917,-1.13006,-2.65951,6.67350,9.54334,-4.07615,-1.91876,4.97641,8.23179,3.07461,-8.54504,-3.09049,6.69577,3.30188,4.05794,0.03962,-7.63407,8.99702,-3.25251,7.33380,-1.42048,8.08300,6.18095,4.72876,3.97428,1.59921,7.63479,4.12551,-5.96208,-0.55182,4.72844,-8.02803,0.38581,-1.97533,5.83088,2.37125,5.95629,2.36376,-9.63376,3.83884,-9.18758,2.71371,-5.96306,4.08156,-2.54904,3.58785,-1.63572,4.91628,-6.89027,-2.91453,6.91558,-7.12432,-2.07980,-1.72782,-5.58866,0.02790,5.52096,2.78271,0.68986,0.00872,-7.39644,-0.20394,0.85627,3.77176,-0.67547,-9.31663,7.40077,6.95188,2.12200,1.83092,-7.49980,-0.09635,6.65233,-4.90719,-6.15777,-9.47326,9.56335,1.56064,5.00000
-9.42817,-8.04516,8.17961,7.80674,4.91538,1.09297,-3.13727,-9.21981,-0.33004,-3.18214,-1.51758,-3.50512,-8.84968,1.11281,-7.31525,8.65121,-7.50681,-6.56204,-2.73803,-0.12219,3.70627,-8.77606,9.65462,0.36997,5.38404,-5.61807,-4.10886,-8.26365,-8.70758,7.89597,-9.63250,-6.21526,3.77421,2.19202,-4.90774,3.83469,-7.67790,-4.98854,5.21972,0.24130,-3.49692,3.44568,5.88831,7.56698,-4.35391,-7.47628,-0.78325,6.71558,-9.11746,-2.58194,0.13142,-0.53790,2.36788,1.04421,-8.60359,-8.64436,-0.66157,1.59365,-9.26734,0.90631,-6.97837,2.18767,7.80754,3.61963,4.58422,7.11032,-1.09069,7.35674,-0.20030,-9.65012,8.25459,-4.49387,6.42415,-9.70428,-8.65181,-9.45394,-0.49117,7.17544,-7.92913,-8.00737,-1.61797,-1.93576,6.78188,4.95593,-1.60011,0.44107,9.02177,-7.72465,0.96358,0.30142,-9.82643,1.05340,-3.12844,5.31993,4.02458,6.00000
4.41266,1.38896,-6.66852,-7.00399,4.91658,-6.03322,-7.85107,8.33529,-4.22625,8.58303,-7.27091,1.15751,0.96991,1.00460,-8.79910,1.15137,-9.39355,5.33372,-0.83245,-2.61418,6.56075,9.50296,-4.15041,-1.89349,5.05781,8.15941,3.18543,-8.30767,-2.98656,6.60216,3.22209,3.85055,0.10038,-7.83234,9.05149,-3.30903,7.27947,-1.66867,8.03389,6.15804,4.65338,3.76283,1.40410,7.69509,4.16812,-6.14856,-0.55988,4.64974,-8.15039,0.38344,-1.92463,6.08321,2.50950,5.92447,2.54877,-9.65597,4.02685,-9.25762,2.60369,-6.03204,3.77584,-2.74418,3.53929,-1.48922,4.79711,-6.96119,-2.78294,6.93119,-7.00268,-1.94543,-1.67044,-5.78272,0.14619,5.44287,3.00389,0.47104,0.06527,-7.42602,-0.04656,0.98326,3.73996,-0.60012,-9.04927,7.33586,6.93610,2.31500,2.03931,-7.41964,-0.04168,6.55003,-4.83572,-6.46362,-9.60324,9.46903,1.45628,5.00000
-9.50731,-8.07783,7.89307,8.01153,4.84496,1.16315,-3.43367,-9.13014,-0.29321,-3.05888,-1.40833,-3.52248,-8.97366,0.98806,-7.05656,8.70271,-7.60823,-6.55482,-2.71480,-0.18550,3.40611,-8.75445,9.48055,0.05790,5.39590,-5.66215,-3.81220,-8.12314,-8.71928,7.94975,-9.64165,-5.87573,3.68403,2.58698,-4.75684,3.54206,-7.48106,-5.23607,4.98538,0.34489,-3.40273,3.46742,5.64591,7.63766,-4.57446,-7.64565,-0.68858,6.95423,-9.32119,-2.56418,-0.03687,-0.45102,2.41655,1.15294,-8.73577,-8.45312,-0.65740,1.68663,-9.36557,0.84399,-7.22653,2.37984,7.75116,3.74617,4.57953,7.10591,-1.00766,7.34272,-0.47922,-9.47949,8.08735,-4.52649,6.66663,-9.64403,-8.73986,-9.54417,-0.59806,7.28868,-7.94044,-7.90828,-1.64528,-1.84349,6.95309,5.04857,-1.67009,0.32564,8.99453,-7.37221,0.96387,0.21351,-9.73669,0.90595,-3.27339,5.51318,3.94785,6.00000
