0.84608,0.87344,1.05178,1.17206,-1.26760,0.62020,0.04725,0.85316,0.07295,-0.12360,1.00711,0.58140,-0.15719,1.17083,1.29489,0.05563,4.10249,-0.72617,-1.23345,-2.20374,-1.44948,-1.68148,0.59371,0.87710,-1.72069,0.38333,0.54440,-1.20293,-0.85653,0.99940,1.30920,0.56235,-2.16164,-0.92472,-0.64414,0.05742,-1.34810,-0.94141,0.39830,-0.24374,-0.42308,-0.85684,0.48911,-0.39545,0.02792,1.19313,-0.45700,-0.82934,-1.42106,-0.22540,0.51126,-0.75592,0.18081,-0.54184,-1.96897,-1.28180,0.49297,0.10595,-0.03981,0.25873,-0.19739,0.11506,-1.00166,1.53799,-0.49282,2.52855,-0.88464,-1.68850,0.00000
-0.46294,0.44544,2.14876,0.20007,0.58196,1.11179,-0.29967,1.47580,0.43370,-2.98502,-0.11937,-0.89929,-0.62175,-0.18313,-0.36095,-2.17810,4.01221,0.83091,-1.36822,-2.06657,-1.26110,0.39187,-1.54164,-0.78246,-1.14160,-0.22788,0.71914,-0.77786,0.89064,-0.80929,0.98967,-1.14362,-3.39014,0.46307,1.00095,0.87460,0.99759,-0.84390,-1.36290,0.43409,-0.75041,0.11351,-0.05284,-1.51124,0.68946,-0.65882,-2.46250,-1.77789,0.14757,0.40819,0.64856,0.18583,1.05903,-0.05017,-3.52090,-0.84270,0.10421,-1.61813,1.35386,-0.18140,-1.68602,0.37315,-0.69595,-0.79488,-0.15232,3.06299,0.74719,-0.16063,0.00000
1.34972,-0.40612,1.75178,-1.52293,-0.30291,-0.76175,-1.30866,-0.21918,-1.53877,0.06277,0.29777,-0.94337,0.85226,1.01550,1.76896,-2.38540,1.22868,-0.44549,-0.33657,0.75656,0.71454,0.39086,0.43216,-0.02674,-0.51111,-0.51938,0.25793,0.40589,1.61773,-0.17784,1.36919,0.12433,-3.04351,1.52966,1.43926,0.43346,-0.52920,-1.39803,-0.58145,0.33579,0.58646,-0.50242,0.20899,-1.94824,-0.24666,0.75157,0.48438,-1.77196,1.27301,0.23082,1.48613,1.02554,-0.44138,0.58260,-0.86613,-0.38492,-1.25716,-0.87335,0.37294,1.13802,-0.63725,-0.35928,0.28476,0.54542,0.00806,0.47715,-1.11231,0.37761,0.00000
-0.92278,-0.37043,0.43136,0.99933,-0.77778,0.50619,1.07588,0.10458,1.60449,0.68498,-1.90876,1.22516,0.86869,-0.18175,-0.84117,0.85039,3.22205,0.19025,0.16342,-0.94233,-1.82583,-0.04483,0.12279,0.05526,-0.13075,-0.36864,0.20938,0.36145,-0.78911,0.80108,1.03744,-0.08041,-2.02142,-1.02982,1.26636,2.09088,-0.46630,0.84357,-0.29367,-0.78801,-0.41728,-1.03386,1.19276,-0.00085,-0.21547,0.33644,-1.24803,-3.11857,-1.12931,1.09514,-1.13643,-0.74820,0.13695,0.72243,-1.58416,-1.16139,0.72913,1.51582,1.64328,2.43371,-0.24424,-0.08532,-0.41329,-0.56514,0.57271,2.02775,-0.45477,0.83340,0.00000
1.18047,0.89760,0.92169,1.36579,-0.30151,0.77618,-0.10532,0.43911,0.89862,0.33034,-1.00451,0.09302,1.44266,0.82493,1.23661,0.85559,-1.34115,1.26789,1.98120,-0.70772,-0.00622,1.53296,2.97057,-1.14089,-1.54465,0.43149,-0.32988,0.15822,-0.23569,1.18950,-0.39715,-0.13661,-0.72725,0.28467,1.33988,0.51714,-1.57298,0.74053,0.56717,0.00439,0.36108,-0.80135,0.11293,-1.23686,0.74803,-0.53124,1.57569,-1.06930,-0.55532,-0.76646,-1.13799,0.31072,-0.30567,0.25183,2.84492,0.16144,0.68311,-1.77547,-0.56645,-0.36031,0.71254,1.94364,-0.62595,-1.16756,0.39007,-2.40764,0.10555,-0.94842,0.00000
-0.60852,0.67230,1.88240,-0.86590,-1.42062,-0.35600,-0.10708,0.65486,0.05239,1.47118,-0.37997,0.08836,-1.15377,-0.05530,0.18172,1.21772,5.50009,-2.60135,0.34801,-0.69907,-2.97185,0.38891,3.30730,0.38602,0.07522,1.47919,0.81804,3.14159,-0.04459,0.07871,0.46463,1.15765,-4.00397,-1.35706,0.66037,0.05991,-0.21068,0.17113,-1.04418,-0.11263,-0.06687,0.22682,2.16317,-0.24439,-0.86036,-1.68455,-1.78790,-0.31834,0.01145,1.47729,0.85663,0.07753,0.67968,-0.24951,-0.93406,-0.90686,0.09410,-0.11265,-0.19804,0.12045,0.36561,-0.12857,0.12867,-0.21099,0.32773,1.53824,-0.51915,-0.50588,0.00000
1.24752,-0.31979,-1.82340,0.14551,1.26329,0.93222,-1.04553,-1.48629,0.31720,-0.24746,0.00795,-1.05011,-1.46011,0.41874,0.50362,-1.82072,0.76993,0.43022,-0.15852,1.40705,0.11705,0.08949,0.36664,-0.70876,1.94887,-1.18360,0.54393,-0.09406,0.68362,-0.50199,0.52283,0.43324,-2.52834,-0.61908,1.82115,0.13705,-0.90423,-0.88067,-1.50655,-1.16525,-0.12936,0.42443,-0.81326,0.86749,-1.46453,-2.14046,0.28551,-2.12495,-2.10249,-0.49049,0.26062,0.37439,-1.52284,-1.56314,-0.30503,-0.18935,-2.25494,0.25523,0.64316,2.27229,-0.43529,-0.45435,0.86820,0.32516,0.89269,0.24261,0.62760,0.12113,0.00000
-0.15255,-1.53657,0.20196,0.73860,0.29428,0.64530,-0.67123,-0.53043,0.46762,-1.15788,-0.41254,1.07794,-1.82972,2.29609,-0.15550,-2.78102,-1.43082,-0.49512,0.06556,0.78235,1.10083,-1.42954,1.00573,-0.99096,-0.17422,-0.63890,-0.27844,-0.22300,1.41735,0.57870,0.93433,-0.87377,-1.34248,0.52669,0.06349,-1.42515,-0.61177,-0.92012,0.69743,-0.69677,0.73512,0.79776,1.25220,-0.52489,0.55627,-0.56766,-0.60419,1.24711,-0.05139,-1.75885,-0.81056,-2.17990,0.58963,0.78422,1.21717,1.27614,0.63906,0.55282,0.57490,0.36085,-0.19552,-0.15916,0.31195,0.46251,-1.81064,-1.65180,0.39965,-0.97203,0.00000
0.11040,0.65191,-0.83434,-0.47906,0.34829,0.43358,-1.08989,0.95017,-1.30297,1.29512,-1.30962,-0.56890,-0.18867,-0.41637,-0.29274,-2.67843,0.51220,-0.88215,-0.64290,-2.05582,-1.19004,-1.58768,-0.13905,0.10975,-1.24183,-0.84990,0.43667,1.29046,-0.85817,-0.43222,-0.42115,1.24175,-1.85854,-0.85521,1.98850,-0.21327,0.90442,1.07552,1.13557,-0.46701,0.15034,0.17566,0.67255,-0.98089,0.57853,-1.44520,-0.42392,0.09996,-1.12927,-0.30226,0.76443,-1.60909,-0.49238,0.02421,0.60564,-0.10765,-1.74881,-0.40520,0.34510,1.57618,-0.04858,-2.18248,-1.26029,0.95043,0.46570,0.67693,-0.52553,0.42061,0.00000
0.42875,-0.53189,0.39584,-0.15010,-1.54094,-0.57315,-0.35362,-1.42428,-0.93531,0.07224,-2.82457,-0.30941,-0.14692,1.14281,0.77257,-2.23552,2.47665,1.43996,-1.52096,-0.31375,-0.53080,-0.32363,2.17300,0.86952,0.73956,0.85793,-1.28784,0.70635,1.76516,-0.56418,-1.44162,-0.55894,-2.35414,1.61378,-0.34883,-0.74894,-0.00357,-0.02785,-1.98480,-0.09987,-1.11070,-0.74569,1.50673,1.47427,-1.52518,-0.96648,0.33450,1.47348,-0.67423,0.08111,-0.02853,1.45627,-1.74446,-1.51986,0.79122,-1.48503,-1.29356,-0.72971,-0.15054,-1.00266,-0.12647,-0.36428,-0.54103,-0.88484,-0.20542,1.51723,-0.78442,1.92139,0.00000
0.03925,-0.87217,-0.41872,0.52537,0.01801,-0.15998,1.13260,0.68414,1.26593,-0.61269,0.45797,0.50061,0.50447,-0.20041,0.33662,-0.60433,2.03332,-0.53294,-0.75214,-0.59518,-1.33726,0.80820,0.91063,0.30777,1.28745,0.43362,-0.53032,-0.49625,-0.96480,-0.42283,0.40085,1.50080,-1.46061,-2.26036,0.34368,-1.66301,-1.45723,-0.83824,0.10324,-0.39965,1.77571,0.59734,1.91736,1.69750,1.30824,-1.50910,-0.75298,-0.16132,0.93740,0.65114,0.17183,-0.52077,1.54687,-1.25908,0.10230,0.78788,0.76421,-0.50547,-0.79154,-0.12244,-0.40533,0.34162,-0.79795,-0.31679,-0.18016,1.32049,0.16663,-0.70579,0.00000
-0.81644,-0.05062,0.31492,-0.65427,-0.28032,1.20409,-0.85815,-0.27993,-1.69109,0.58698,-0.01071,0.17283,-1.72910,0.57413,-0.00547,-2.09719,2.79307,1.16102,-0.15903,-0.30925,-1.09776,1.09027,1.25681,0.52987,-0.13818,-0.58072,0.17713,-1.23988,0.54531,0.51737,1.60163,0.36267,-6.00382,1.13767,4.40920,0.26074,-0.55945,1.80341,0.32670,0.15877,-2.25107,0.61627,0.63325,-0.54348,-0.36414,-1.41943,1.29298,-2.99427,-0.95031,0.62890,-0.09635,-1.31813,-0.62521,-0.29524,-1.62471,-0.68733,0.02504,0.12238,0.69008,-0.57586,-1.97558,-0.19113,-0.81223,-0.61088,-0.12633,-0.30390,-0.55581,0.57807,0.00000
-0.21597,-0.50384,-0.66305,-0.41764,-1.20710,1.56283,-0.02781,1.22055,0.13292,1.08241,-2.14388,-0.27166,0.39658,0.41034,0.92815,-1.99842,1.63924,1.97693,0.26209,-0.50845,1.25316,2.89454,2.09005,-0.22196,-0.95653,-0.77388,0.47104,-0.96018,0.90334,-0.90546,2.37264,1.76373,-4.76697,0.75807,1.84409,1.20449,0.55605,-0.04296,-0.93122,-1.67745,-0.83905,0.02798,3.81574,-1.21051,0.01405,1.11390,1.71718,-2.03972,-0.05828,0.23870,0.86021,-0.40174,-0.25607,0.58684,-1.11079,-1.03489,0.24702,0.55100,-2.48133,0.64231,0.20923,1.93797,-0.41724,-0.62855,1.42598,-1.02438,0.24251,0.92750,0.00000
-0.95675,1.14358,0.40531,-1.35865,0.45750,-2.13799,1.23189,-0.54891,0.20054,1.79531,-1.23019,0.17021,-0.75701,-1.01069,-0.29489,0.02189,3.34096,0.76866,0.23781,0.55076,-1.41905,0.72084,1.30885,-0.33183,-0.24352,0.96812,-1.61127,1.20222,0.22643,-0.52936,1.94726,-0.94298,-2.71216,-1.12022,0.72124,0.24608,1.45047,-0.97913,-0.36076,0.18691,-1.18996,2.29893,-0.43258,-1.49290,0.61079,-0.45817,-0.80239,-1.38461,-0.20690,1.30441,0.52045,2.30878,0.41854,0.04537,-1.03985,1.74808,-0.17029,0.44745,1.21699,0.80760,0.59443,0.43194,0.61823,0.48869,-1.08289,1.46517,0.04939,0.30461,0.00000
0.30327,0.63374,0.36124,-0.54889,1.96385,-1.47799,1.44688,0.11843,-0.55305,-1.23846,0.90019,-0.07791,0.29948,0.21894,0.84188,2.44538,4.29967,0.16649,-1.69547,-1.03847,-2.24103,-0.10043,1.53486,1.02103,1.63429,0.92359,-1.05319,-0.07464,-0.37266,0.22208,-0.93013,0.04712,-0.41427,0.88701,-1.82187,0.19729,-0.96182,-1.95428,-1.11122,-0.27533,-0.43974,-1.96690,-1.07922,-1.05607,-0.84927,-0.25755,-0.64126,-0.45870,-0.45470,1.47518,0.23661,0.75807,-0.40140,-1.28869,-0.87837,-0.90777,-1.01618,-0.01539,0.17557,0.64608,0.27837,1.51439,-1.45254,-0.21832,0.82401,2.79218,0.24887,-0.43298,0.00000
