8.15699,-0.15155,3.79224,0.36372,-7.61984,4.54781,-6.38497,1.09020,1.52738,2.77880,0.19601,6.85694,-3.95876,-0.87381,3.78292,-0.02166,0.19106,-6.56960,8.06447,-8.02985,2.66995,-4.05017,-0.00115,8.71961,1.95199,-13.38188,1.50595,-1.53605,2.17235,4.57026,-0.92745,1.24579,-6.20375,-3.41171,-10.98750,-3.58665,-0.76501,-0.19049,1.40171,-0.20079,-5.86546,-0.51133,-0.68952,-0.19721,-2.18940,1.09653,6.17160,-7.38211,-1.60642,-31.59748,2.35562,2.04884,0.41613,-4.64942,-0.49805,3.08876,-8.05408,-26.79601,1.03486,-6.16068,7.89591,-1.24145,0.68191,-2.83221,10.79796,0.72820,12.67871,1.11136,-0.18372,-4.04341,0.15592,-1.24700,-1.69953,-8.93512,-14.79002,-1.44272,-8.05816,5.93122,5.02227,-7.84138,1.73195,-1.07445,-5.81995,3.60299,-2.86696,0.38214,-0.31808,4.93881,2.06106,0.00000
6.36882,-0.57542,-9.13284,1.06786,6.64602,-4.81764,-6.41270,2.66381,2.09687,0.33110,-0.07466,-3.22598,8.96621,1.91140,-9.24459,-0.87553,4.04592,4.77540,-1.10173,2.42311,-2.40724,-6.82831,3.97760,0.53347,-0.47004,-0.94806,4.23737,-14.62727,1.36204,3.06226,-4.01865,-3.56467,4.20174,-8.99104,0.64603,2.11772,0.32233,-6.34784,-1.44399,-1.75842,-2.13351,2.25960,-0.05679,-0.08255,-6.41064,-4.48478,-3.07274,5.93818,-0.16721,10.40711,0.02099,-0.51978,9.45492,5.38680,0.51116,-5.97656,0.68522,-15.63699,-0.52545,-4.86250,0.65878,4.04843,0.66491,6.16224,-0.51072,-0.62451,8.16391,1.28920,-2.54635,-13.79474,4.64116,-2.44332,-5.02546,-0.90155,-6.50460,-2.50512,-0.29405,-4.69020,1.20312,-5.79291,3.28138,7.22141,-5.11408,-5.44735,6.88811,1.89760,0.66222,19.63563,4.50016,0.00000
-1.06699,-0.15403,11.93152,1.00029,1.43333,-0.39769,-2.97834,-3.93871,1.09377,-4.06293,0.12032,-0.24282,2.91880,-1.03773,7.62680,-1.85045,-3.89956,8.13106,-4.34659,4.73829,1.60126,-7.88133,-3.27554,-0.02256,1.30491,3.47620,-2.06193,9.77825,2.26185,-4.30032,-4.26414,7.22904,-12.68608,10.01326,-2.24811,-2.84612,0.26899,-0.81532,-6.28597,-0.25563,5.46638,0.95142,-1.08846,1.61776,-4.97714,-0.04497,10.66714,-3.07570,-1.03740,-23.60947,-1.65053,-0.02920,2.02908,7.36784,-0.11849,4.29502,8.74347,14.17085,-0.50514,1.82043,-0.70553,8.74500,0.34785,-7.42560,6.57466,-2.31314,0.12262,-0.49590,3.12834,3.44458,-2.41497,8.61879,-4.03716,7.40807,2.23889,0.91845,1.77725,12.88528,0.89674,3.72242,-4.94323,11.17398,1.38814,0.54348,2.43580,2.06141,-2.15403,-7.03650,0.31678,1.00000
-2.30363,-0.05885,-1.62173,-1.50832,-0.27059,1.15006,0.52952,3.14266,-1.97775,2.26725,-1.05518,1.19913,3.60250,0.98269,-5.37634,-0.07829,0.04679,-2.94458,-5.19870,-3.71464,5.51720,3.28555,4.37029,7.08306,0.24895,1.94370,2.78266,0.76757,-2.67906,-7.20858,-3.98886,-6.42587,-1.21270,-4.18805,-2.10757,-1.92933,-2.72933,8.95473,2.28629,0.96474,-7.13521,0.62443,0.98665,-1.74570,-0.05228,0.74336,0.21026,-8.71103,-1.13899,-8.71518,-4.56083,-1.27245,1.23612,-0.39718,1.17798,2.59436,1.88490,-44.19381,-0.08595,2.94716,2.33488,-0.15176,0.56752,-4.12803,2.80863,-4.93273,6.21547,-0.40341,0.81478,4.09221,3.94733,8.58377,3.58134,-8.81081,-11.55454,-0.88167,1.05064,-0.21359,3.54968,0.46541,3.19903,-2.92916,-1.09420,2.05434,-5.61826,5.25532,-1.04887,-0.95620,-8.67730,0.00000
-1.48831,0.05779,2.48561,-0.23068,-4.58194,1.73227,-4.29090,5.14369,-1.14416,4.24865,1.00587,-3.39446,-9.76072,0.38881,5.78086,1.44937,-6.73832,10.34216,3.63382,-11.34174,0.10780,-5.60581,-7.99224,-5.71672,1.38652,-6.50731,0.01250,11.86579,4.70626,-9.78930,0.55803,-2.52453,1.92840,8.35516,-10.09059,-0.83253,0.85559,2.63311,1.84644,1.29202,8.16677,0.29443,-0.31827,-0.06378,8.09851,-2.96229,7.15621,-5.45860,-0.60048,-4.20956,7.74245,-0.08484,-2.92436,-8.71731,-2.34666,7.34283,-3.48400,1.65517,-1.42099,10.95394,-0.67459,1.32084,-0.53615,0.90690,-4.39788,0.42935,-4.06916,-0.42781,1.27996,-6.87560,-0.28099,-2.93251,-3.69574,1.89259,13.30767,1.69516,13.35479,11.71633,13.51904,-0.89030,7.91043,7.16068,5.05127,-7.97526,-5.44344,-3.16275,-0.92950,-2.85465,-11.92091,0.00000
2.85018,0.31885,0.08102,1.12445,-1.80341,-1.52919,5.21960,0.73163,-5.59638,4.25716,1.63594,8.64859,-6.62986,0.28633,-7.45906,0.07976,3.56370,-2.00455,1.80414,-3.37517,1.38401,-6.09739,8.28369,8.86038,2.63620,-1.36935,-1.65711,4.25649,-4.97490,3.99814,-0.85064,-2.84916,-4.03046,-7.25480,4.76568,6.76386,-0.68851,5.22792,0.05217,-0.44542,-7.14204,1.28044,0.66867,0.45086,-2.36736,3.20857,2.86592,-2.56231,0.31734,-40.62225,-6.96168,-2.01373,-0.38312,1.45392,0.88493,-0.15986,-9.67744,-29.83247,-0.93821,-7.68154,5.26006,-7.34163,1.93280,-6.29668,-0.46163,1.07563,6.78140,-0.63785,-4.42328,-4.23899,4.58912,4.50584,-0.82045,-9.83309,-1.26350,-14.39606,-6.42411,-5.59036,-0.31196,2.14035,3.36603,4.32905,0.71839,1.85912,-5.91610,9.03408,-0.14047,14.80148,0.34021,0.00000
0.37219,0.99687,-0.80405,-0.42558,-0.52122,-5.01935,0.35342,-3.75903,4.36985,6.81206,-0.47767,7.26326,-0.62847,0.64472,-11.35199,-0.86266,-3.57336,0.68620,-1.90338,-7.26252,2.11767,5.12963,-6.74294,8.22694,0.71123,-0.00863,-2.00804,3.50100,9.88579,-1.28386,0.44374,8.51625,-6.74270,-3.72133,-3.00101,-5.90283,0.77833,1.77532,-3.66438,0.87926,-1.84636,-0.48561,-0.47405,0.18227,-8.87836,0.09939,-2.17726,-4.83396,0.50359,-4.88340,3.39247,-0.01236,0.16558,1.42233,-0.67194,-7.33165,-0.81357,53.36514,-1.40699,-4.79974,1.94261,-5.44442,2.34327,5.74309,-7.81589,7.90562,-2.40057,0.84126,-4.96831,1.11009,-2.54514,0.73967,0.61939,-1.58175,-1.16914,-3.12481,-10.66348,-0.13489,4.45155,0.43037,-7.63383,4.15777,-1.25112,-2.42614,3.91884,6.20821,1.02002,-3.42015,-1.33138,0.00000
-2.25240,0.10272,-2.61816,0.14729,-7.58016,-3.91308,-1.37366,-3.47328,4.51832,0.33167,-0.06181,-4.41367,-0.57414,2.02691,0.27390,-0.65765,4.59465,-0.87534,6.53280,3.07132,5.66655,3.64250,2.31571,-0.05246,-0.35316,5.64614,3.28133,-4.14038,6.76488,-4.62647,-4.84875,-3.70395,-3.23401,-0.04817,3.77759,-1.26506,0.38239,-7.28312,0.91246,0.61008,-5.29483,-0.00361,-1.07540,0.77746,0.37415,9.16362,-5.08578,-5.23158,-0.42099,-23.19078,6.45475,1.58877,-1.63325,6.89752,-1.01566,3.56277,0.54872,12.65194,-0.25061,4.71143,-1.12707,3.66195,0.84156,-0.41303,-3.48144,2.28815,4.83957,-0.50647,0.11713,-7.58408,-0.95564,4.43607,-2.09701,-1.78803,-1.68938,-4.00991,5.43055,-0.75644,2.18042,-4.56371,8.96958,-5.08920,-0.13693,3.51843,-3.86993,-4.91015,1.17115,2.42361,0.91569,0.00000
4.73821,0.88535,5.21469,-0.72313,-3.17151,4.47662,1.96805,-3.64022,2.51127,-4.73789,-1.28712,-4.82701,0.72755,1.08976,-0.92566,0.04723,0.15678,-3.81807,-7.38188,0.53958,4.60095,-3.27567,0.28489,0.80438,0.56309,4.78271,-1.51904,-0.43707,2.37919,1.18499,-0.63709,1.07309,-2.89097,-0.40282,-4.21674,-1.60924,0.66572,3.40268,1.19117,1.09722,-4.06416,-0.53790,-0.69060,1.77783,-10.63510,-2.71604,4.19112,-0.38812,1.43336,-18.58066,-6.24847,-1.57164,1.31692,-8.62054,0.56105,-1.62970,4.80044,-17.41028,-1.70207,6.66733,1.90516,-0.81704,0.80180,-4.32808,-8.38935,-1.46986,4.29998,-2.22144,-2.16179,-2.62501,2.84027,-0.23435,5.84249,0.59422,-7.44599,-0.63144,-1.18008,2.99393,2.69066,-5.82052,-3.06329,-7.95242,-3.90663,1.14523,1.20044,0.59934,0.04026,-2.69848,-0.07969,0.00000
7.08855,-0.32600,10.44971,0.17550,-0.10023,5.41912,3.77093,-6.27702,-1.76362,-1.02674,-0.25950,2.66396,4.75702,-0.00703,-1.75752,0.18109,-3.49323,0.34624,4.86778,-3.77314,-5.39692,-3.83195,-8.39058,0.80950,-1.07449,-6.89365,5.93727,5.69847,1.27955,2.62361,-9.62581,-4.89382,4.41556,7.82367,-3.69666,0.42407,-0.59952,0.30865,1.32185,2.43998,4.39506,0.43775,0.12627,-0.81951,-0.39157,1.69202,4.49957,-2.35612,0.35663,-47.96197,-3.60502,1.09251,1.18371,0.80042,-0.22292,7.44503,-12.31475,-19.58334,-0.28899,12.65415,-1.97468,-0.56746,-0.16116,-2.30647,1.89250,5.38875,11.87746,0.61881,-4.78153,0.05863,-0.44712,3.48025,-4.52919,0.72754,3.88825,-2.83972,4.30530,-0.36635,-1.40032,-7.01064,4.69911,6.45652,-2.73876,2.64667,5.37745,5.52415,-0.58733,2.18295,-5.00584,0.00000
